CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"123803103","0","0","0","0","1"," "," ","TEKOA ACADEMY OF ACCELERATED STUDI","Y","JEFFERSON","123","Met Standard","TEKOA ACADEMY OF ACCELERATED STUDI","123803","PK - 08","E"
"123805001","0","0","0","1","0","1","1","EHRHART SCHOOL","Y","JEFFERSON","123","Met Standard","EHRHART SCHOOL","123805","PK - 08","E"
"123807001","1","0","0","0","0","0","0","BOB HOPE SCHOOL","Y","JEFFERSON","123","Met Standard","BOB HOPE SCHOOL","123807","06 - 12","B"
"123807101","1","0","1"," ","1"," "," ","BOB HOPE SCHOOL - EL CAMPUS","Y","JEFFERSON","123","Met Standard","BOB HOPE SCHOOL","123807","PK - 03","E"
"123905001","0","0","0","0","0","0","0","NEDERLAND H S","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","09 - 12","S"
"123905041","0","0","0","0","0","0","1","CENTRAL MIDDLE","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","05 - 08","M"
"123905042","0","0","0","0","0","0","0","WILSON MIDDLE","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","05 - 08","M"
"123905101","0","0","0","0","0"," "," ","HELENA PARK EL","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","EE - 04","E"
"123905102","0","0","1","1","1"," "," ","HIGHLAND PARK EL","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","EE - 04","E"
"123905103","0","0","0","0","0"," "," ","HILLCREST EL","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","EE - 04","E"
"123905104","1","1","1","1","1"," "," ","LANGHAM EL","N","JEFFERSON","123","Met Standard","NEDERLAND ISD","123905","EE - 04","E"
"123907007"," "," "," "," "," "," "," ","JEFFERSON CO YOUTH ACAD","N","JEFFERSON","123","Not Rated","PORT ARTHUR ISD","123907","09 - 11","S"
"123907009","0","0","0","0","0","0","0","MEMORIAL H S","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","09 - 12","S"
"123907041","0","0","0","0","0","0","0","JEFFERSON MIDDLE","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","06 - 08","M"
"123907043","0","0","0","0","0","0","0","LINCOLN MIDDLE","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","06 - 08","M"
"123907102","0","0","0","0","0","0"," ","DEQUEEN EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","03 - 05","E"
"123907103","1","0","1","0","0","1"," ","HOUSTON EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907105","0","0","0","0","0","0"," ","LEE EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907108","0","0","0","0","0","0"," ","TRAVIS EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907109","0","0","0","0","0","0"," ","TYRRELL EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907111"," "," "," "," "," "," "," ","WHEATLEY SCHOOL OF EARLY CHILDHOOD","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","EE - PK","E"
"123907113","0","0","0","0","0","0"," ","DOWLING EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907116","0","0","0","0","0","0"," ","STAFF SERGEANT LUCIAN ADAMS EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 05","E"
"123907117"," "," "," "," "," "," "," ","WASHINGTON EL","N","JEFFERSON","123","Met Standard","PORT ARTHUR ISD","123907","PK - 02","E"
"123908001","0","0","1","0","0","0","0","PORT NECHES-GROVES H S","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","09 - 12","S"
"123908002"," "," "," "," "," "," "," ","ALTER SCH","N","JEFFERSON","123","Not Rated","PORT NECHES-GROVES ISD","123908","09 - 11","S"
"123908003"," "," "," "," "," "," "," ","JEFFERSON CO J J A E P","N","JEFFERSON","123","Not Rated","PORT NECHES-GROVES ISD","123908","09 - 09","S"
"123908041","0","0","0","0","0","0","0","GROVES MIDDLE","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","06 - 08","M"
"123908042","0","0","0","0","0","0","0","PORT NECHES MIDDLE","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","06 - 08","M"
"123908101","0","1","1","0","0","1"," ","GROVES EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","04 - 05","E"
"123908102","0","0","0","0","0","1"," ","PORT NECHES EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","04 - 05","E"
"123908103","1","0","0"," ","0"," "," ","RIDGEWOOD EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","KG - 03","E"
"123908104","0","0","0"," ","0"," "," ","TAFT EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","KG - 03","E"
"123908105","1","1","1"," ","1"," "," ","VAN BUREN EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","PK - 03","E"
"123908107","0","0","0"," ","0"," "," ","WOODCREST EL","N","JEFFERSON","123","Met Standard","PORT NECHES-GROVES ISD","123908","KG - 03","E"
"123908111"," "," "," "," "," "," "," ","WEST GROVES EARLY LEARNING CENTER","N","JEFFERSON","123","Not Rated: Harvey Provision","PORT NECHES-GROVES ISD","123908","EE - PK","E"
"123910001"," "," "," "," "," "," "," ","CENTRAL SENIOR H S","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","09 - 12","S"
"123910004","0","0","0","0","0","1","0","OZEN H S","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","09 - 12","S"
"123910006"," "," "," "," "," "," "," ","PATHWAYS LEARNING CTR","N","JEFFERSON","123","Not Rated","BEAUMONT ISD","123910","06 - 12","B"
"123910008","0","0","0","0","1","1","1","WEST BROOK SR H S","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","09 - 12","S"
"123910011"," "," "," "," "," "," "," ","JEFFERSON CO YOUTH ACAD","N","JEFFERSON","123","Not Rated","BEAUMONT ISD","123910","08 - 12","S"
"123910012"," "," "," "," "," "," "," ","PAUL A BROWN ALTERNATIVE CENTER","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","09 - 12","S"
"123910013","0","0","0","0","0","0","0","BEAUMONT ISD EARLY COLLEGE H S","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","09 - 10","S"
"123910042"," "," "," "," "," "," "," ","SMITH MIDDLE","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","06 - 08","M"
"123910043"," "," "," "," "," "," "," ","M L KING MIDDLE","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","06 - 08","M"
"123910045","0","0","0","0","0","0","0","SOUTH PARK MIDDLE","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","06 - 08","M"
"123910046","0","0","0","0","0","0","1","MARSHALL MIDDLE","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","06 - 08","M"
"123910047","0","0","1","0","0","0","1","ODOM MIDDLE","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","06 - 08","M"
"123910048","0","0","0","1","0","0","0","VINCENT MIDDLE","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","06 - 08","M"
"123910101","0","0","0","0","0","0"," ","AMELIA EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","EE - 05","E"
"123910104","0","0","0","0","0","0"," ","CALDWOOD EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","KG - 05","E"
"123910105","0","0","0","0","1","0"," ","CURTIS EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","EE - 05","E"
"123910110","0","0","0","0","0","0"," ","FLETCHER EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","PK - 05","E"
"123910112","0","0","0","0","0","0"," ","GUESS EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","KG - 05","E"
"123910118","0","0","0","0","0","1"," ","REGINA HOWELL EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","KG - 05","E"
"123910123","0","0","0","0","0","0"," ","HOMER DR EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","EE - 05","E"
"123910125","0","0","0","0","0","0"," ","PIETZSCH/MAC ARTHUR EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","EE - 05","E"
"123910126","0","0","0","0","1","0"," ","DISHMAN EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","EE - 05","E"
"123910127"," "," "," "," "," "," "," ","BLANCHETTE EL","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","PK - 05","E"
"123910128","0","0","0","0","0","0"," ","MARTIN EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","KG - 05","E"
"123910129"," "," "," "," "," "," "," ","DR MAE E JONES-CLARK EL","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","KG - 05","E"
"123910130","1","0","1","1","1","0"," ","CHARLTON-POLLARD EL","N","JEFFERSON","123","Met Standard","BEAUMONT ISD","123910","KG - 05","E"
"123910131"," "," "," "," "," "," "," ","FEHL-PRICE EL","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","EE - 05","E"
"123910132"," "," "," "," "," "," "," ","BINGMAN PK","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","EE - PK","E"
"123910133"," "," "," "," "," "," "," ","LUCAS PK","N","JEFFERSON","123","Not Rated: Harvey Provision","BEAUMONT ISD","123910","EE - PK","E"
"123913001","1","1","1","1","1","1","1","SABINE PASS SCHOOL","N","JEFFERSON","123","Met Standard","SABINE PASS ISD","123913","EE - 12","B"
"123914001","0","0","0","0","0","1","0","HAMSHIRE-FANNETT H S","N","JEFFERSON","123","Met Standard","HAMSHIRE-FANNETT ISD","123914","09 - 12","S"
"123914041","0","0","0","0","0","0","0","HAMSHIRE-FANNETT MIDDLE","N","JEFFERSON","123","Met Standard","HAMSHIRE-FANNETT ISD","123914","07 - 08","M"
"123914101","1","0","1"," ","1"," "," ","HAMSHIRE-FANNETT EL","N","JEFFERSON","123","Met Standard","HAMSHIRE-FANNETT ISD","123914","EE - 03","E"
"123914102","0","0","0","0","0","0"," ","HAMSHIRE-FANNETT INT","N","JEFFERSON","123","Met Standard","HAMSHIRE-FANNETT ISD","123914","04 - 06","E"
"124901001","0","0","1","0","1","0","0","HEBBRONVILLE H S","N","JIM HOGG","124","Met Standard","JIM HOGG COUNTY ISD","124901","09 - 12","S"
"124901041","0","0","0","0","0","0","0","HEBBRONVILLE J H","N","JIM HOGG","124","Met Standard","JIM HOGG COUNTY ISD","124901","06 - 08","M"
"124901101","0","0","0","0","0","0"," ","HEBBRONVILLE EL","N","JIM HOGG","124","Met Standard","JIM HOGG COUNTY ISD","124901","PK - 05","E"
"125901001","0","0","0","0","0","0","0","ALICE H S","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","09 - 12","S"
"125901041","0","0","0","0","0","0"," ","DUBOSE INT","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","05 - 06","M"
"125901042","0","0","0","0","0","0"," ","MEMORIAL INT","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","05 - 06","M"
"125901043","0","0","0","0","0","0","0","ADAMS MIDDLE","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","07 - 08","M"
"125901101","0","0","0","0","0"," "," ","HILLCREST EL","N","JIM WELLS","125","Improvement Required","ALICE ISD","125901","PK - 04","E"
"125901102","0","0","0","0","0"," "," ","GARCIA EL","N","JIM WELLS","125","Improvement Required","ALICE ISD","125901","PK - 04","E"
"125901104","1","1","1","1","1"," "," ","NOONAN EL","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","PK - 04","E"
"125901105","1","1","1","1","1"," "," ","SAENZ EL","N","JIM WELLS","125","Met Standard","ALICE ISD","125901","EE - 04","E"
"125901106","0","0","0","0","0"," "," ","SALAZAR EL","N","JIM WELLS","125","Improvement Required","ALICE ISD","125901","PK - 04","E"
"125901107","0","0","0","0","0"," "," ","SCHALLERT EL","N","JIM WELLS","125","Improvement Required","ALICE ISD","125901","PK - 04","E"
"125902001","0","0","0","0","0","0","0","BEN BOLT-PALITO BLANCO H S","N","JIM WELLS","125","Met Standard","BEN BOLT-PALITO BLANCO ISD","125902","07 - 12","S"
"125902101","1","1","1","0","0","0"," ","BEN BOLT-PALITO BLANCO EL","N","JIM WELLS","125","Met Standard","BEN BOLT-PALITO BLANCO ISD","125902","PK - 06","E"
"125903001","0","1","0","1","1","0","0","ORANGE GROVE H S","N","JIM WELLS","125","Met Standard","ORANGE GROVE ISD","125903","09 - 12","S"
"125903041","0","0","0","0","0","0","0","ORANGE GROVE J H","N","JIM WELLS","125","Met Standard","ORANGE GROVE ISD","125903","06 - 08","M"
"125903101"," "," "," "," "," "," "," ","ORANGE GROVE PRI","N","JIM WELLS","125","Met Standard","ORANGE GROVE ISD","125903","EE - 01","E"
"125903102","1","1","1"," ","1"," "," ","ORANGE GROVE EL","N","JIM WELLS","125","Met Standard","ORANGE GROVE ISD","125903","02 - 03","E"
"125903103","1","1","1","0","1","0"," ","ORANGE GROVE INT","N","JIM WELLS","125","Met Standard","ORANGE GROVE ISD","125903","04 - 05","E"
"125905001","0","0","1","0","0","0","0","PREMONT COLLEGIATE H S","N","JIM WELLS","125","Met Standard","PREMONT ISD","125905","06 - 12","B"
"125905101","0","0","0","0","0","0"," ","PREMONT EARLY COLLEGE ACADEMY","N","JIM WELLS","125","Met Standard","PREMONT ISD","125905","PK - 05","E"
"125906101","1","1","1","0","0","0"," ","LA GLORIA EL","N","JIM WELLS","125","Met Standard","LA GLORIA ISD","125906","KG - 06","E"
"126801001","0","0","0","0","0","0","0","KAUFFMAN LEADERSHIP ACADEMY","Y","JOHNSON","126","Improvement Required","KAUFFMAN LEADERSHIP ACADEMY","126801","06 - 11","B"
"126901001","0","0","0","1","0","0","0","ALVARADO H S","N","JOHNSON","126","Met Standard","ALVARADO ISD","126901","09 - 12","S"
"126901003"," "," "," "," "," "," "," ","JUVENILE JUSTICE ALTERNATIVE","N","JOHNSON","126","Not Rated","ALVARADO ISD","126901","09 - 10","S"
"126901041","0","0","0","1","0","0","0","ALVARADO J H","N","JOHNSON","126","Met Standard","ALVARADO ISD","126901","07 - 08","M"
"126901101","1","1","1"," ","1"," "," ","ALVARADO EL-SOUTH","N","JOHNSON","126","Met Standard","ALVARADO ISD","126901","PK - 03","E"
"126901102","0","1","1"," ","1"," "," ","ALVARADO EL-NORTH","N","JOHNSON","126","Met Standard","ALVARADO ISD","126901","EE - 03","E"
"126901103","0","0","0"," ","0"," "," ","LILLIAN EL","N","JOHNSON","126","Met Standard","ALVARADO ISD","126901","PK - 03","E"
"126901104","0","0","0","0","0","0"," ","ALVARADO INT","N","JOHNSON","126","Improvement Required","ALVARADO ISD","126901","04 - 06","E"
"126902001","0","0","0","0","0","0","1","BURLESON H S","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","09 - 12","S"
"126902003"," "," "," "," "," "," "," ","CROSSROADS H S","N","JOHNSON","126","Met Alternative Standard","BURLESON ISD","126902","09 - 12","S"
"126902004"," "," "," "," "," "," "," ","JOHNSON COUNTY JJAEP","N","JOHNSON","126","Not Rated","BURLESON ISD","126902","10 - 11","S"
"126902006","1","0","0","0","0","0","0","BURLESON CENTENNIAL H S","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","09 - 12","S"
"126902007","0","0","0","0","0","0","0","BURLESON COLLEGIATE H S","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","09 - 10","S"
"126902041","0","0","0","0","0","0","0","HUGHES MIDDLE","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","06 - 08","M"
"126902042","0","0","0","0","0","0","0","NICK KERR MIDDLE","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","05 - 08","M"
"126902043","0","0","0","0","0","0","0","STEAM MIDDLE","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","06 - 08","M"
"126902101","0","0","0","0","0","0"," ","THE ACADEMY AT NOLA DUNN","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","EE - 05","E"
"126902102","1","0","1","1","0","0"," ","FRAZIER EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","EE - 05","E"
"126902103","0","0","0","0","0","0"," ","MOUND EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","KG - 05","E"
"126902104","0","0","0","0","0","0"," ","NORWOOD EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","EE - 05","E"
"126902105","0","0","1","0","1","1"," ","JACK TAYLOR EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","PK - 05","E"
"126902107","0","0","0","0","0","1"," ","WILLIAM STRIBLING EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","KG - 05","E"
"126902108","0","0","0","0","0","0"," ","BRANSOM EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","EE - 05","E"
"126902109","0","0","0","0","0","0"," ","JUDY HAJEK EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","KG - 05","E"
"126902110","0","0","0","0","0","0"," ","ANN BROCK EL AT OAK GROVE","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","PK - 05","E"
"126902111","0","0","0","1","0","0"," ","IRENE CLINKSCALE EL","N","JOHNSON","126","Met Standard","BURLESON ISD","126902","EE - 05","E"
"126903001","0","0","0","0","0","0","0","CLEBURNE H S","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","09 - 12","S"
"126903002"," "," "," "," "," "," "," ","TEAM SCH","N","JOHNSON","126","Met Alternative Standard","CLEBURNE ISD","126903","09 - 12","S"
"126903041","0","0","0","0","0","0","0","LOWELL SMITH JR MIDDLE","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","06 - 08","M"
"126903101","1","0","0","1","0","0"," ","ADAMS EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","PK - 05","E"
"126903102","0","0","0","0","0","0"," ","COLEMAN EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","PK - 05","E"
"126903103","1","0","0","0","0","0"," ","MARTI EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","PK - 05","E"
"126903104","0","0","0","0","0","0"," ","IRVING EL","N","JOHNSON","126","Improvement Required","CLEBURNE ISD","126903","PK - 05","E"
"126903107","0","0","0","0","0","0","0","AD WHEAT MIDDLE","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","06 - 08","M"
"126903108","0","0","0","0","0","0"," ","GERARD EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","PK - 05","E"
"126903109","0","0","0","1","0","0"," ","COOKE EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","PK - 05","E"
"126903111","0","0","0","0","0","0"," ","SANTA FE EL","N","JOHNSON","126","Met Standard","CLEBURNE ISD","126903","EE - 05","E"
"126904001","1","1","0","1","0","1","0","GRANDVIEW H S","N","JOHNSON","126","Met Standard","GRANDVIEW ISD","126904","09 - 12","S"
"126904041","0","0","0","0","0","1","0","GRANDVIEW J H","N","JOHNSON","126","Met Standard","GRANDVIEW ISD","126904","06 - 08","M"
"126904102","0","1","1","1","1","0"," ","GRANDVIEW EL","N","JOHNSON","126","Met Standard","GRANDVIEW ISD","126904","EE - 05","E"
"126905001","1","0","0","0","0","0","1","JOSHUA H S","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","09 - 12","S"
"126905002"," "," "," "," "," "," "," ","NEW HORIZON H S","N","JOHNSON","126","Met Alternative Standard","JOSHUA ISD","126905","09 - 12","S"
"126905003","1","1","1","1","0","1","0","JOSHUA H S NINTH GRADE CAMPUS","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","09 - 09","S"
"126905041","0","1","1","0","0","1","1","R C LOFLIN MIDDLE","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","06 - 08","M"
"126905043","0","1","1","0","1","1","0","TOM AND NITA NICHOLS MIDDLE","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","06 - 08","M"
"126905101","0","0","0","0","0","0"," ","H D STAPLES EL","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","PK - 05","E"
"126905103","0","0","0","0","0","1"," ","A G ELDER EL","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","EE - 05","E"
"126905104","1","1","1","0","1","1"," ","NORTH JOSHUA EL","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","EE - 05","E"
"126905105","0","0","0","0","0","0"," ","PLUM CREEK EL","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","PK - 05","E"
"126905106","0","0","0","0","1","0"," ","CADDO GROVE EL","N","JOHNSON","126","Met Standard","JOSHUA ISD","126905","PK - 05","E"
"126906001","1","0","0","0","0","1","0","KEENE H S","N","JOHNSON","126","Met Standard","KEENE ISD","126906","09 - 12","S"
"126906002"," "," "," "," "," "," "," ","ALTER LEARNING CTR","N","JOHNSON","126","Not Rated","KEENE ISD","126906","11 - 12","S"
"126906041","1","0","1","1","1","0","1","KEENE J H","N","JOHNSON","126","Met Standard","KEENE ISD","126906","06 - 08","M"
"126906101","0","0","0","0","0","1"," ","KEENE EL","N","JOHNSON","126","Met Standard","KEENE ISD","126906","PK - 05","E"
"126907001","0","0","0","0","0","0","0","RIO VISTA H S","N","JOHNSON","126","Met Standard","RIO VISTA ISD","126907","09 - 12","S"
"126907041","0","0","0","0","0","0","0","RIO VISTA MIDDLE","N","JOHNSON","126","Met Standard","RIO VISTA ISD","126907","06 - 08","M"
"126907101","0","0","0","0","0","0"," ","RIO VISTA EL","N","JOHNSON","126","Met Standard","RIO VISTA ISD","126907","EE - 05","E"
"126908001","0","1","0","0","0","0","1","VENUS H S","N","JOHNSON","126","Met Standard","VENUS ISD","126908","09 - 12","S"
"126908005"," "," "," "," "," "," "," ","JUVENILE JUSTICE ALTERNATIVE ED PR","N","JOHNSON","126","Not Rated","VENUS ISD","126908","09 - 09","S"
"126908041","0","0","0","0","1","0","1","VENUS MIDDLE","N","JOHNSON","126","Met Standard","VENUS ISD","126908","06 - 08","M"
"126908101","0","0","0","0","0","0"," ","VENUS EL","N","JOHNSON","126","Met Standard","VENUS ISD","126908","02 - 05","E"
"126908102"," "," "," "," "," "," "," ","VENUS PRI","N","JOHNSON","126","Met Standard","VENUS ISD","126908","EE - 01","E"
"126911001","1","0","0","0","0","0","0","GODLEY H S","N","JOHNSON","126","Met Standard","GODLEY ISD","126911","09 - 12","S"
"126911041","0","0","0","1","0","0","0","GODLEY MIDDLE","N","JOHNSON","126","Met Standard","GODLEY ISD","126911","07 - 08","M"
"126911042","0","0","0","0","0","0"," ","GODLEY INT","N","JOHNSON","126","Met Standard","GODLEY ISD","126911","04 - 06","E"
"126911101","0","0","0"," ","0"," "," ","GODLEY EL","N","JOHNSON","126","Met Standard","GODLEY ISD","126911","EE - 03","E"
"127901001","0","0","0","0","0","1","0","ANSON H S","N","JONES","127","Met Standard","ANSON ISD","127901","09 - 12","S"
"127901041","0","0","0","0","0","0","0","ANSON MIDDLE","N","JONES","127","Met Standard","ANSON ISD","127901","06 - 08","M"
"127901101","0","0","0","0","0","0"," ","ANSON EL","N","JONES","127","Met Standard","ANSON ISD","127901","PK - 05","E"
"127903001","0","0","0","0","0","0","0","HAMLIN H S","N","JONES","127","Met Standard","HAMLIN ISD","127903","07 - 12","S"
"127903102","0","1","0","0","1","1"," ","HAMLIN EL","N","JONES","127","Met Standard","HAMLIN ISD","127903","PK - 06","E"
"127904001","0","0","0","0","0","1","0","HAWLEY H S","N","JONES","127","Met Standard","HAWLEY ISD","127904","09 - 12","S"
"127904041","0","0","0","0","0","0","0","HAWLEY MIDDLE","N","JONES","127","Improvement Required","HAWLEY ISD","127904","06 - 08","M"
"127904101","0","0","0","1","0","0"," ","HAWLEY EL","N","JONES","127","Met Standard","HAWLEY ISD","127904","EE - 05","E"
"127905001"," ","0","0","1","0","0","0","LUEDERS-AVOCA H S","N","JONES","127","Met Standard","LUEDERS-AVOCA ISD","127905","09 - 12","S"
"127905101"," ","1","0","1","1"," "," ","LUEDERS-AVOCA EL/J H","N","JONES","127","Met Standard","LUEDERS-AVOCA ISD","127905","PK - 08","E"
"127906001","1","1","1","1","1","0","1","STAMFORD H S","N","JONES","127","Met Standard","STAMFORD ISD","127906","09 - 12","S"
"127906041","0","1","0","0","0","0","0","STAMFORD MIDDLE","N","JONES","127","Met Standard","STAMFORD ISD","127906","06 - 08","M"
"127906101","0","0","0","0","0","0"," ","OLIVER EL","N","JONES","127","Met Standard","STAMFORD ISD","127906","EE - 05","E"
"128901001","1","1","0","0","0","1","1","KARNES CITY H S","N","KARNES","128","Met Standard","KARNES CITY ISD","128901","09 - 12","S"
"128901004"," "," "," "," "," "," "," ","KCISD - DAEP","N","KARNES","128","Not Rated","KARNES CITY ISD","128901","06 - 06","M"
"128901041","0","1","1","0","1","1","0","KARNES CITY J H","N","KARNES","128","Met Standard","KARNES CITY ISD","128901","06 - 08","M"
"128901105","0","0","0","0","0","0"," ","ROGER E SIDES EL","N","KARNES","128","Met Standard","KARNES CITY ISD","128901","02 - 05","E"
"128901107"," "," "," "," "," "," "," ","KARNES CITY PRI","N","KARNES","128","Met Standard","KARNES CITY ISD","128901","PK - 01","E"
"128902001","0","0","0","0","0","0","0","KENEDY H S","N","KARNES","128","Met Standard","KENEDY ISD","128902","09 - 12","S"
"128902002"," "," ","0","0"," "," "," ","K ACADEMY","N","KARNES","128","Improvement Required","KENEDY ISD","128902","06 - 08","M"
"128902003"," "," "," "," "," "," "," ","FISD JJAEP","N","KARNES","128","Not Rated","KENEDY ISD","128902","06 - 08","M"
"128902004"," "," "," "," "," "," "," ","FISD DAEP","N","KARNES","128","Not Rated","KENEDY ISD","128902","05 - 06","M"
"128902041","0","0","0","0","0","0","0","KENEDY MIDDLE","N","KARNES","128","Met Standard","KENEDY ISD","128902","06 - 08","M"
"128902104","1","0","1","1","0","1"," ","KENEDY EL","N","KARNES","128","Met Standard","KENEDY ISD","128902","EE - 05","E"
"128903001","0","0","0","1","0","0","0","RUNGE H S","N","KARNES","128","Met Standard","RUNGE ISD","128903","06 - 12","B"
"128903002"," "," "," "," "," "," "," ","FLORESVILLE ALTERNATIVE CENTER CHO","N","KARNES","128","Not Rated","RUNGE ISD","128903","08 - 08","M"
"128903101","0","0","0","1","0","0"," ","RUNGE EL","N","KARNES","128","Met Standard","RUNGE ISD","128903","PK - 05","E"
"128904001","1","0","1","1","1","1","1","FALLS CITY H S","N","KARNES","128","Met Standard","FALLS CITY ISD","128904","07 - 12","S"
"128904101","0","0","0","0","1","0"," ","FALLS CITY EL","N","KARNES","128","Met Standard","FALLS CITY ISD","128904","EE - 06","E"
"129901001","0","0","0","0","0","0","0","CRANDALL H S","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","09 - 12","S"
"129901002"," "," "," "," "," "," "," ","CRANDALL COMPASS ACADEMY","N","KAUFMAN","129","Met Alternative Standard","CRANDALL ISD","129901","09 - 12","S"
